Budget,Certificate,Country,Director,Genre,Gross,IMDb_Rating,IMDb_Votes,Language,Production_Co,Release_Date,Runtime,Star,Title
55000000,                    R,USA,Clint Eastwood,Biography,113020256,7.7,221916,English, Imagine Entertainment,31 October 2008 (USA),141 min,Angelina Jolie,Changeling (2008) 
18000000,                    R,UK,Guy Ritchie,Action,25739015,7.3,218398,English, Warner Bros.,31 October 2008 (USA),114 min,Gerard Butler,RocknRolla (2008) 
32000000,                    R,USA,Stephen Daldry,Drama,113019290,7.6,216633,English, The Weinstein Company,30 January 2009 (USA),124 min,Kate Winslet,The Reader (2008) 
75000000,                    PG-13,USA,Bryan Singer,Drama,200276784,7.1,212332,English, Metro-Goldwyn-Mayer (MGM),25 December 2008 (USA),121 min,Tom Cruise,Valkyrie (2008) 
35000000,                    PG-13,USA,Robert Luketic,Crime,157927340,6.8,212330,English, Columbia Pictures,28 March 2008 (USA),123 min,Jim Sturgess,21 (2008) 
28000000,                    R,Germany,David Wain,Comedy,92380927,6.8,210787,English, Universal Pictures,7 November 2008 (USA),99 min,Paul Rudd,Role Models (2008) 
50000000,                    R,Germany,Sylvester Stallone,Action,113244290,7,200493,English, Lionsgate,25 January 2008 (USA),92 min,Sylvester Stallone,Rambo (2008) 
70000000,                    R,USA,Ridley Scott,Action,115097286,7.1,198081,English, Warner Bros.,10 October 2008 (USA),128 min,Leonardo DiCaprio,Body of Lies (2008) 
11715578,                    R,Hong Kong,Wilson Yip,Action,22114423,8,194818,Cantonese, Beijing ShengShi HuaRei Film Investment & Management Co.,12 December 2008 (China),106 min,Donnie Yen,Ip Man (2008) 
4000000,                    R,Sweden,Tomas Alfredson,Drama,7282007,7.9,193926,Swedish, EFTI,12 December 2008 (USA),114 min,Kåre Hedebrant,Let the Right One In (2008) 
52000000,                    PG-13,USA,Phyllida Lloyd,Comedy,609841637,6.4,190171,English, Universal Pictures,18 July 2008 (USA),108 min,Meryl Streep,Mamma Mia! (2008) 
80000000,                    PG-13,USA,Peter Segal,Action,230685453,6.5,188816,English, Warner Bros.,20 June 2008 (USA),110 min,Steve Carell,Get Smart (2008) 
45000000,                    R,USA,Paul W.S. Anderson,Action,75677515,6.4,186664,English, Universal Pictures,22 August 2008 (USA),105 min,Jason Statham,Death Race (2008) 
48000000,                    R,USA,M. Night Shyamalan,Mystery,163403799,5,185187,English, Twentieth Century Fox,13 June 2008 (USA),91 min,Mark Wahlberg,The Happening (2008) 
150000000,                    PG,USA,Eric Darnell,Animation,603900354,6.7,181080,English, DreamWorks Animation,7 November 2008 (USA),89 min,Ben Stiller,Madagascar: Escape 2 Africa (2008) 
225000000,                    PG,USA,Andrew Adamson,Action,419651413,6.5,177557,English, Walt Disney Pictures,16 May 2008 (USA),150 min,Ben Barnes,The Chronicles of Narnia: Prince Caspian (2008) 
35000000,                    R,USA,Sam Mendes,Drama,79564960,7.3,176757,English, DreamWorks,23 January 2009 (USA),119 min,Leonardo DiCaprio,Revolutionary Road (2008) 
90000000,                    PG-13,USA,Dennis Dugan,Comedy,199936011,5.5,176175,English, Columbia Pictures,6 June 2008 (USA),113 min,Adam Sandler,You Don't Mess with the Zohan (2008) 
150000000,                    PG,USA,Byron Howard,Animation,309979994,6.9,172646,English, Walt Disney Animation Studios,21 November 2008 (USA),96 min,John Travolta,Bolt (2008) 
12500000,                    PG-13,UK,Mark Herman,Drama,0,7.8,168210,English, Miramax,26 November 2008 (USA),94 min,Asa Butterfield,The Boy in the Striped Pajamas (2008) 
80000000,                    PG-13,USA,D.J. Caruso,Action,178066569,6.6,166282,English, DreamWorks,26 September 2008 (USA),118 min,Shia LaBeouf,Eagle Eye (2008) 
20000000,                    R,UK,Roger Donaldson,Crime,0,7.2,165249,English, Mosaic Media Group,7 March 2008 (USA),111 min,Jason Statham,The Bank Job (2008) 
75000000,                    R,Germany,Quentin Tarantino,Adventure,313600000,8.3,1104602,English, Universal Pictures,21 August 2009 (USA),153 min,Brad Pitt,Inglourious Basterds (2009) 
237000000,                    PG-13,UK,James Cameron,Action,2787965087,7.8,1033513,English, Twentieth Century Fox,18 December 2009 (USA),162 min,Sam Worthington,Avatar (2009) 
175000000,                    PG,USA,Pete Docter,Animation,731342744,8.3,833925,English, Pixar Animation Studios,29 May 2009 (USA),96 min,Edward Asner,Up (2009) 
35000000,                    R,USA,Todd Phillips,Comedy,467483912,7.7,664450,English, Warner Bros.,5 June 2009 (USA),100 min,Zach Galifianakis,The Hangover (2009) 
30000000,                    R,South Africa,Neill Blomkamp,Action,210819611,7.9,600217,English, TriStar Pictures,14 August 2009 (USA),112 min,Sharlto Copley,District 9 (2009) 
150000000,                    PG-13,USA,J.J. Abrams,Action,385680446,8,554151,English, Paramount Pictures,8 May 2009 (USA),127 min,Chris Pine,Star Trek (2009) 
90000000,                    PG-13,USA,Guy Ritchie,Action,524028679,7.6,544462,English, Warner Bros.,25 December 2009 (USA),128 min,Robert Downey Jr.,Sherlock Holmes (2009) 
23600000,                    R,USA,Ruben Fleischer,Adventure,102391540,7.6,453388,English, Columbia Pictures,2 October 2009 (USA),88 min,Jesse Eisenberg,Zombieland (2009) 
130000000,                    R,USA,Zack Snyder,Action,185258983,7.6,451028,English, Warner Bros.,6 March 2009 (USA),162 min,Jackie Earle Haley,Watchmen (2009) 
7500000,                    PG-13,USA,Marc Webb,Comedy,60722734,7.7,437578,English, Fox Searchlight Pictures,7 August 2009 (USA),95 min,Zooey Deschanel,500 Days of Summer (2009) 
150000000,                    PG-13,USA,Gavin Hood,Action,373062864,6.6,431658,English, Twentieth Century Fox,1 May 2009 (USA),107 min,Hugh Jackman,X-Men Origins: Wolverine (2009) 
250000000,                    PG,UK,David Yates,Adventure,934416487,7.6,413128,English, Warner Bros.,15 July 2009 (USA),153 min,Daniel Radcliffe,Harry Potter and the Half-Blood Prince (2009) 
200000000,                    PG-13,USA,Michael Bay,Action,836303693,6,362550,English, DreamWorks,24 June 2009 (USA),150 min,Shia LaBeouf,Transformers: Revenge of the Fallen (2009) 
200000000,                    PG-13,USA,Roland Emmerich,Action,769679473,5.8,325398,English, Columbia Pictures,13 November 2009 (USA),158 min,John Cusack,2012 (2009) 
200000000,                    PG-13,USA,McG,Action,371353001,6.6,318126,English, The Halcyon Company,21 May 2009 (USA),115 min,Christian Bale,Terminator Salvation (2009) 
5000000,                    R,UK,Duncan Jones,Drama,9760104,7.9,309697,English, Liberty Films UK,10 July 2009 (USA),97 min,Sam Rockwell,Moon (2009) 
25000000,                    R,USA,Jason Reitman,Comedy,166842739,7.4,299282,English, Paramount Pictures,23 December 2009 (USA),109 min,George Clooney,Up in the Air (2009) 
0,                    PG-13,India,Rajkumar Hirani,Comedy,80000000,8.4,294760,Hindi, Vinod Chopra Productions,25 December 2009 (India),170 min,Aamir Khan,3 Idiots (2009) 
40000000,                    PG-13,USA,Anne Fletcher,Comedy,317375031,6.7,270039,English, Touchstone Pictures,19 June 2009 (USA),108 min,Sandra Bullock,The Proposal (2009) 
29000000,                    PG-13,USA,John Lee Hancock,Biography,309208309,7.7,264722,English, Alcon Entertainment,20 November 2009 (USA),0,Quinton Aaron,The Blind Side (2009) 
100000000,                    R,USA,Michael Mann,Biography,214104620,7,259995,English, Universal Pictures,1 July 2009 (USA),140 min,Christian Bale,Public Enemies (2009) 
50000000,                    R,USA,F. Gary Gray,Crime,126690726,7.4,250612,English, G-BASE,16 October 2009 (USA),109 min,Gerard Butler,Law Abiding Citizen (2009) 
150000000,                    PG-13,USA,Ron Howard,Mystery,485930816,6.7,250386,English, Columbia Pictures,15 May 2009 (USA),138 min,Tom Hanks,Angels & Demons (2009) 
50000000,                    PG-13,USA,Chris Weitz,Adventure,709827462,4.7,246807,English, Temple Hill Entertainment,20 November 2009 (USA),130 min,Kristen Stewart,The Twilight Saga: New Moon (2009) 
85000000,                    PG-13,USA,Justin Lin,Action,363164265,6.6,240256,English, Universal Pictures,3 April 2009 (USA),107 min,Vin Diesel,Fast & Furious (2009) 
16000000,                    G,UK,Lasse Hallström,Drama,47707417,8.1,220306,English, Stage 6 Films,12 March 2010 (UK),93 min,Richard Gere,Hachi: A Dog's Tale (2009) 
50000000,                    PG-13,USA,Alex Proyas,Action,183593586,6.2,207736,English, Summit Entertainment,20 March 2009 (USA),121 min,Nicolas Cage,Knowing (2009) 
25000000,                    R,USA,John Hillcoat,Adventure,0,7.3,206180,English, Dimension Films,18 December 2009 (USA),111 min,Viggo Mortensen,The Road (2009) 
90000000,                    PG,USA,Carlos Saldanha,Animation,886686817,7,201371,English, Twentieth Century Fox Animation,1 July 2009 (USA),94 min,Ray Romano,Ice Age: Dawn of the Dinosaurs (2009) 
13000000,                    R,Sweden,Niels Arden Oplev,Crime,104395170,7.8,196731,Swedish, Yellow Bird,30 April 2010 (USA),152 min,Michael Nyqvist,The Girl with the Dragon Tattoo (2009) 
47000000,                    R,Belgium,Jaco Van Dormael,Drama,2331721,7.8,195222,English, Pan Européenne,26 September 2013 (USA),141 min,Jared Leto,Mr. Nobody (2009) 
175000000,                    PG-13,USA,Stephen Sommers,Action,302469017,5.8,190262,English, Paramount Pictures,7 August 2009 (USA),118 min,Dennis Quaid,G.I. Joe: The Rise of Cobra (2009) 
38000000,                    R,USA,Robert Luketic,Comedy,205298907,6.5,188544,English, Columbia Pictures,24 July 2009 (USA),96 min,Katherine Heigl,The Ugly Truth (2009) 
40000000,                    R,USA,John Hamburg,Comedy,91636986,7,184702,English, DreamWorks,20 March 2009 (USA),105 min,Paul Rudd,"I Love You, Man (2009) "
100000000,                    PG,USA,Phil Lord,Animation,243006126,7,184183,English, Columbia Pictures,18 September 2009 (USA),90 min,Anna Faris,Cloudy with a Chance of Meatballs (2009) 
60000000,                    PG,USA,Henry Selick,Animation,124596398,7.7,177086,English, Focus Features,6 February 2009 (USA),100 min,Dakota Fanning,Coraline (2009) 
30000000,                    PG-13,USA,Sam Raimi,Horror,91388487,6.6,176072,English, Universal Pictures,29 May 2009 (USA),99 min,Alison Lohman,Drag Me to Hell (2009) 
40000000,                    PG,USA,Wes Anderson,Animation,46471023,7.9,175009,English, Twentieth Century Fox,25 November 2009 (USA),87 min,George Clooney,Fantastic Mr. Fox (2009) 
0,                    R,USA,Jaume Collet-Serra,Horror,78769428,7,173630,English, Dark Castle Entertainment,24 July 2009 (USA),123 min,Vera Farmiga,Orphan (2009) 
100000000,                    R,USA,Tony Scott,Action,150166126,6.4,171891,English, Columbia Pictures,12 June 2009 (USA),106 min,Denzel Washington,The Taking of Pelham 123 (2009) 
2000000,                    R,Argentina,Juan José Campanella,Drama,33965843,8.2,171051,Spanish, Tornasol Films,21 May 2010 (USA),129 min,Ricardo Darín,The Secret in Their Eyes (2009) 
20000000,                    PG-13,USA,Burr Steers,Comedy,136267476,6.4,165786,English, New Line Cinema,17 April 2009 (USA),102 min,Zac Efron,17 Again (2009) 
80000000,                    PG-13,USA,Jonathan Mostow,Action,122444772,6.3,162755,English, Touchstone Pictures,25 September 2009 (USA),89 min,Bruce Willis,Surrogates (2009) 
150000000,                    PG,USA,Shawn Levy,Adventure,413106170,6,159096,English, Twentieth Century Fox,22 May 2009 (USA),105 min,Ben Stiller,Night at the Museum: Battle of the Smithsonian (2009) 
0,                    Not Rated,Australia,Adam Elliot,Animation,1739445,8.1,149548,English, Melodrama Pictures,9 April 2009 (Australia),92 min,Toni Collette,Mary and Max (2009) 
40000000,                    PG-13,Germany,Ken Kwapis,Comedy,178846899,6.4,148856,English, New Line Cinema,6 February 2009 (USA),129 min,Ginnifer Goodwin,He's Just Not That Into You (2009) 
0,                    R,USA,Greg Mottola,Comedy,0,6.8,145962,English, Miramax,3 April 2009 (USA),p0,Jesse Eisenberg,Adventureland (2009) 
65000000,                    PG-13,USA,Peter Jackson,Drama,93621340,6.7,144561,English, DreamWorks,15 January 2010 (USA),135 min,Rachel Weisz,The Lovely Bones (2009) 
35000000,                    R,USA,Patrick Tatopoulos,Action,91353501,6.6,141133,English, Screen Gems,23 January 2009 (USA),92 min,Rhona Mitra,Underworld: Rise of the Lycans (2009) 
60000000,                    PG-13,USA,Clint Eastwood,Biography,124514011,7.3,140045,English, Warner Bros.,11 December 2009 (USA),134 min,Morgan Freeman,Invictus (2009) 
160000000,                    PG-13,USA,Christopher Nolan,Action,825532764,8.8,1814846,English, Warner Bros.,16 July 2010 (USA),148 min,Leonardo DiCaprio,Inception (2010) 
80000000,                    R,USA,Martin Scorsese,Mystery,294804195,8.1,992565,English, Paramount Pictures,19 February 2010 (USA),138 min,Leonardo DiCaprio,Shutter Island (2010) 
200000000,                    G,USA,Lee Unkrich,Animation,1063171911,8.3,672389,English, Walt Disney Pictures,18 June 2010 (USA),103 min,Tom Hanks,Toy Story 3 (2010) 
13000000,                    R,USA,Darren Aronofsky,Drama,329398046,8,643184,English, Fox Searchlight Pictures,17 December 2010 (USA),108 min,Natalie Portman,Black Swan (2010) 
200000000,                    PG-13,USA,Jon Favreau,Action,623933331,7,641946,English, Paramount Pictures,7 May 2010 (USA),124 min,Robert Downey Jr.,Iron Man 2 (2010) 
165000000,                    PG,USA,Dean DeBlois,Animation,494878759,8.1,602852,English, DreamWorks Animation,26 March 2010 (USA),98 min,Jay Baruchel,How to Train Your Dragon (2010) 
15000000,                    R,UK,Tom Hooper,Biography,373700000,8,588743,English, See-Saw Films,25 December 2010 (USA),118 min,Colin Firth,The King's Speech (2010) 
40000000,                    PG-13,USA,David Fincher,Biography,224920315,7.7,564262,English, Columbia Pictures,1 October 2010 (USA),120 min,Jesse Eisenberg,The Social Network (2010) 
30000000,                    R,UK,Matthew Vaughn,Action,96188903,7.6,493585,English, Marv Films,16 April 2010 (USA),117 min,Aaron Taylor-Johnson,Kick-Ass (2010) 
69000000,                    PG,USA,Pierre Coffin,Animation,543113985,7.7,460147,English, Universal Pictures,9 July 2010 (USA),95 min,Steve Carell,Despicable Me (2010) 
0,                    PG-13,UK,David Yates,Adventure,960283305,7.7,419620,English, Warner Bros.,19 November 2010 (USA),146 min,Daniel Radcliffe,Harry Potter and the Deathly Hallows: Part 1 (2010) 
260000000,                    PG,USA,Nathan Greno,Animation,591794936,7.8,361995,English, Walt Disney Animation Studios,24 November 2010 (USA),100 min,Mandy Moore,Tangled (2010) 
200000000,                    PG,USA,Tim Burton,Adventure,1025467110,6.5,355712,English, Walt Disney Pictures,5 March 2010 (USA),108 min,Mia Wasikowska,Alice in Wonderland (2010) 
60000000,                    PG-13,USA,Edgar Wright,Action,132000000,7.5,335466,English, Universal Pictures,13 August 2010 (USA),112 min,Michael Cera,Scott Pilgrim vs. the World (2010) 
8000000,                    PG-13,USA,Will Gluck,Comedy,74952305,7.1,327239,English, Screen Gems,17 September 2010 (USA),92 min,Emma Stone,Easy A (2010) 
18000000,                    R,USA,Danny Boyle,Adventure,60738797,7.6,320997,English, Pathé,28 January 2011 (USA),94 min,James Franco,127 Hours (2010) 
37000000,                    R,USA,Ben Affleck,Crime,154026136,7.6,320117,English, Warner Bros.,17 September 2010 (USA),125 min,Ben Affleck,The Town (2010) 
25000000,                    R,USA,David O. Russell,Biography,129190869,7.8,314401,English, Closest to the Hole Productions,17 December 2010 (USA),116 min,Mark Wahlberg,The Fighter (2010) 
80000000,                    R,USA,Sylvester Stallone,Action,274470394,6.5,305842,English, Millennium Films,13 August 2010 (USA),103 min,Sylvester Stallone,The Expendables (2010) 
65000000,                    R,USA,Todd Phillips,Adventure,211780824,6.5,301276,English, Warner Bros.,5 November 2010 (USA),95 min,Robert Downey Jr.,Due Date (2010) 
170000000,                    PG,USA,Joseph Kosinski,Action,400062763,6.8,294076,English, Walt Disney Pictures,17 December 2010 (USA),0,Jeff Bridges,TRON: Legacy (2010) 
38000000,                    PG-13,USA,Ethan Coen,Adventure,252276927,7.6,281585,English, Paramount Pictures,22 December 2010 (USA),110 min,Jeff Bridges,True Grit (2010) 
